config,step,session_id,turns,reasoning_nonempty,content_nonempty,reasoning_exact,reasoning_near80,reasoning_near60,content_exact,content_near80,content_near60
16 GPU,12,60b1ec4c-5957-493c-8ba3-2e3344de51df,35,35,26,1,1,1,1,1,1
16 GPU,12,5f2d2c62-532f-45c4-9d32-f215673bc982,11,11,11,1,1,1,1,1,1
16 GPU,12,16951a8e-05e5-4ba1-b239-2df827dd93eb,76,76,5,1,1,1,1,1,1
16 GPU,12,3c803b28-21cf-4b3e-accf-216f06da7f9c,4,4,3,1,1,1,1,1,1
16 GPU,12,fb1920e6-17ec-4234-b4c8-05dd125c1ae1,8,8,3,1,1,1,1,1,1
16 GPU,12,2aa59ec9-8530-48e3-983f-893e6812312d,4,4,3,1,1,1,1,1,1
16 GPU,12,2543f21e-87fc-4143-abdd-bc638a6a6c98,4,4,3,1,1,1,1,1,1
16 GPU,12,3562063e-10ca-4171-88bb-4fc7af5f8f4e,4,4,4,1,1,1,1,1,1
16 GPU,12,d391bba8-b871-4a51-b247-bae9d060816b,4,4,3,1,1,1,1,1,1
16 GPU,12,0bc2f96f-6cd2-4d8e-ac63-a3850d47824f,4,4,3,1,1,1,1,1,1
16 GPU,12,94d97eb5-3a37-45a8-8693-58f39d33d2b5,4,4,3,1,1,1,1,1,1
16 GPU,12,bb2fd2c9-53bf-4448-9d0c-06195d8392cf,4,4,4,1,1,1,1,1,1
16 GPU,12,35678ce1-9c39-43cb-be45-1a0300976328,4,4,3,1,1,1,1,1,1
16 GPU,12,2fc8067f-8441-4e02-8bda-441ba441ff66,35,35,4,1,1,1,1,1,1
16 GPU,12,4eb66c8b-17d0-430d-95db-48cfc90d4154,38,38,3,1,1,1,1,1,1
16 GPU,12,cf756561-f32e-4f24-8e2b-4622a230d5ea,36,36,1,1,1,1,1,1,1
16 GPU,12,313db94c-79c3-43fa-ab24-a8a17efb9d95,7,7,5,1,1,1,1,1,1
16 GPU,12,fed5d2a9-bbbc-4133-bdbf-f078a8ca5b2e,23,23,4,1,1,1,1,1,1
16 GPU,12,d111813e-2de5-4a67-b7ae-4a9650c529fc,48,48,2,1,1,1,1,1,1
16 GPU,12,8c4ac35e-afee-4e2c-aa66-69795bd0667f,5,5,4,1,1,1,1,1,1
16 GPU,12,9bfd0565-95fb-499d-940c-f6c1cc7e0997,32,32,4,1,1,1,1,1,1
16 GPU,13,10c344e1-6595-42cb-afff-ffc1d39283f8,6,6,5,1,1,1,1,1,1
16 GPU,13,d351abb8-6004-4080-969a-a7194123b7d8,4,4,4,1,1,1,1,1,1
16 GPU,13,3c5f7117-e298-41c6-9a79-9c4e7d90b9fa,57,57,1,1,1,1,1,1,1
16 GPU,13,eed8a989-6b69-48b3-84dc-0cdfa4364a36,76,76,1,1,1,1,1,1,1
16 GPU,13,97f664ac-1caf-4ff3-aad6-ea1d0a2adba2,36,36,2,1,1,1,1,1,1
16 GPU,13,128f21c8-0e27-4f50-b753-975172985794,38,38,9,1,1,1,1,1,1
16 GPU,13,8c39550c-e293-4d08-9f78-67fa796813b2,2,2,2,1,1,1,1,1,1
16 GPU,13,c3a84de7-013f-400a-9972-7da3f91fa6b2,22,22,3,1,1,1,1,1,1
16 GPU,13,b060f95c-2645-454e-96d0-f64506dae721,80,80,1,1,1,1,1,1,1
16 GPU,13,485d5c56-ac96-4c13-93b5-f8d6ac2675eb,21,21,2,1,1,1,1,1,1
16 GPU,13,cd2bd26a-8580-4010-a00b-8817d1ec9809,6,6,4,1,1,1,1,1,1
16 GPU,13,83d48175-d12f-4ea3-84a2-066c8672de9a,8,8,4,1,1,1,1,1,1
16 GPU,13,00446b5d-c133-4452-9d95-55a434fc730a,2,2,2,1,1,1,1,1,1
16 GPU,13,e42ae07e-5bc9-4f02-895a-f6f69a726231,6,6,3,1,1,1,1,1,1
16 GPU,13,b8e03096-19e2-48e9-a56a-50aed89b487c,2,2,2,1,1,1,1,1,1
16 GPU,13,c25b67ce-bc22-4418-ad50-1428e6f3471a,4,4,3,1,1,1,1,1,1
16 GPU,13,9bd5cb39-be69-4bad-90f4-468a790b1625,78,78,2,1,1,1,1,1,1
16 GPU,13,927ef4ee-4222-4e8b-917b-ec2406bb4837,48,48,3,1,1,1,1,1,1
16 GPU,13,bc5c7365-34b8-46ac-b570-1839734ad840,24,24,24,1,1,1,1,1,1
16 GPU,13,7513540a-3b78-4309-a302-b4d51518d62a,0,0,0,0,0,0,0,0,0
16 GPU,13,cfed1ea4-878e-4637-8534-93af666a92ba,39,39,1,1,1,1,1,1,1
16 GPU,13,9ddca4cf-b671-41ed-9d68-b4f69682fd7f,11,11,5,1,1,1,1,1,1
16 GPU,13,1dcd016d-360e-43b1-8713-571a238a8137,5,5,4,1,1,1,1,2,2
16 GPU,13,495ea8b9-f60d-40a6-9825-298bd048e7c5,43,43,1,1,1,1,1,1,1
16 GPU,13,40ab305b-abb0-418e-9836-6f3d27a66f09,4,4,4,1,1,1,1,1,1
16 GPU,13,240b2ed7-0877-4dbc-b28c-69cfbd2517ab,2,2,2,1,1,1,1,1,1
16 GPU,13,621b5deb-3dc9-4027-a5f0-7f0f22c0e75b,12,12,11,1,1,1,1,1,1
16 GPU,13,a25ad466-cdd8-4db7-8f89-2f6a4dfe2b7b,6,6,6,1,1,1,1,1,1
16 GPU,13,7bd548f6-846a-4652-9c19-4cd502f3355e,9,9,4,1,1,1,1,1,1
16 GPU,13,3d9051bb-832e-4834-84a8-d8737c05dc6a,52,52,2,1,1,1,1,1,1
16 GPU,13,78993c28-a179-415a-81d9-953010f859f9,13,13,12,1,1,1,1,1,1
16 GPU,13,40354933-a549-45b3-a940-161a50686d37,7,7,7,1,1,1,1,1,1
16 GPU,13,8158690e-1cfa-43e5-9e3f-4cc19fadaafd,4,4,4,1,1,1,1,1,1
16 GPU,13,28d477fb-b6c6-4d6d-a475-9d41dea3493d,4,4,4,1,1,1,1,1,1
16 GPU,13,ec5ee25b-63b1-4a9a-938a-5c017124b26e,2,2,2,1,1,1,1,1,1
16 GPU,13,7c2bf0a8-7092-4e03-930f-58865a90f9b8,4,4,3,1,1,1,1,1,1
16 GPU,13,b3ce38a4-5169-4981-a9ef-9e19dde26882,4,3,4,1,1,1,1,1,1
16 GPU,13,ff2ab7c7-8356-48e7-92dc-72400f24565f,4,4,3,1,1,1,1,1,1
16 GPU,13,96c787de-652d-40b8-a705-d9412297b568,4,4,3,1,1,1,1,1,1
16 GPU,13,fbe9bacc-35fc-4834-9e10-c3eccc86dd5e,0,0,0,0,0,0,0,0,0
16 GPU,13,b7302009-7cf5-4d96-ac6a-c879a56a0ff6,10,10,8,1,1,1,1,1,1
16 GPU,13,54ff0b80-fbea-47ca-8505-7cb6fe2aa341,38,38,1,1,1,1,1,1,1
16 GPU,13,42a3faae-d04e-492c-a7f1-8ce19a245a5a,3,3,3,1,1,1,1,1,1
16 GPU,13,47ab86ed-e9d2-458d-92dd-27942ae69433,33,33,1,1,1,1,1,1,1
16 GPU,13,66a027b6-1569-482b-81a4-028e192a1962,14,14,14,1,1,1,1,1,1
16 GPU,13,7735ee56-f9a1-4774-8255-07b5973e9945,44,44,1,1,1,1,1,1,1
16 GPU,13,a5a6248a-094c-4729-a34e-b2742703bec2,39,39,1,1,1,1,1,1,1
16 GPU,13,4f7e9475-e946-4ff1-96e3-19dd320aa657,30,30,1,1,1,1,1,1,1
16 GPU,13,25e52a57-fb03-4fe7-958d-ae7e890bd06d,4,4,3,1,1,1,1,1,1
16 GPU,13,86449a1e-a11f-4af6-a60f-a112e54882ba,4,4,3,1,1,1,1,1,1
16 GPU,13,3b7a689a-60b9-45d3-b384-b9faa047b259,7,7,6,1,1,1,1,1,1
16 GPU,13,ef52774a-dd0b-4374-b71a-3b37ea82f1af,7,7,7,1,1,1,1,1,2
16 GPU,13,5d5ccac1-6e40-4dc2-b7f5-08b6c9482126,1,1,1,1,1,1,1,1,1
16 GPU,13,0de8ae52-7977-4d9c-916a-41c5618ff46d,28,28,2,1,1,1,1,1,1
16 GPU,13,d2e9127a-b58b-49b4-a0c2-986cdae8af92,3,3,2,1,1,1,1,1,1
16 GPU,13,f5f7910b-2703-45f7-9bdb-4979bcce7237,6,6,6,1,1,1,1,1,1
16 GPU,13,26dd9faa-a32c-4ce8-b45b-8830e14f4e7f,4,4,3,1,1,1,1,1,1
16 GPU,13,46199d82-6bb1-4411-89c2-1285ebbe10b6,4,4,4,1,1,1,1,1,1
16 GPU,13,12eea578-52b9-4683-973c-52824270fcf6,4,4,3,1,1,1,1,1,1
16 GPU,13,4fa6cfb3-1372-48e4-adde-0b905e25a87a,4,4,4,1,1,1,1,1,1
16 GPU,13,2f63388e-5256-4f14-a17d-57fe733aad96,4,4,4,1,1,1,1,1,1
16 GPU,13,a01f1728-a9b1-4b80-a985-dbddfd70eebd,4,4,3,1,1,1,1,1,1
16 GPU,13,216c4bf1-6afb-48c1-b6f3-7dbede89477a,4,4,3,1,1,1,1,1,1
16 GPU,13,9f67b770-868a-41e6-b0fc-93c5f8d6e6f4,4,4,4,1,1,1,1,1,1
16 GPU,13,d2202ab8-721c-468a-8c9d-5af159ba9e8e,12,12,3,1,1,1,1,1,1
16 GPU,13,40224c5b-eaf2-41c4-b46b-4b1d9f43a39d,4,4,4,1,1,1,1,1,1
16 GPU,13,37ee5cca-dc1d-40a1-bc1e-5468719ad2e8,4,4,3,1,1,1,1,1,1
16 GPU,13,f581c465-d2c4-4b42-898b-9339781a755b,4,4,3,1,1,1,1,1,1
16 GPU,13,b1739348-d8ed-4866-a060-6bcc2e1191f8,54,54,1,1,1,1,1,1,1
16 GPU,13,7a0ed53e-12d0-40fd-a0a4-87d49a52b145,32,32,3,1,1,1,1,1,1
16 GPU,13,87d3211a-9509-4b83-96cc-5db907c3b6e6,13,13,7,1,1,1,1,1,1
16 GPU,13,212bcb1e-518f-43b5-941b-e0ae372e3f85,33,33,5,1,1,1,1,1,1
16 GPU,13,7a77a57e-6988-4e9d-9cd7-860b56cb83f4,7,7,6,1,1,1,1,1,1
16 GPU,13,2955072c-dfe8-4813-9573-515c53cb8f2e,24,24,6,1,1,1,1,1,1
16 GPU,13,9713ff35-bc1b-4fb3-84ec-9420c7db5af5,3,3,3,1,1,1,1,1,1
16 GPU,13,686ba142-7bd3-4583-a0b4-1ea697a555bf,24,24,16,1,1,1,1,1,1
16 GPU,13,c5a52ea4-37dc-4a6e-8640-c9aad7c8de06,20,20,5,1,1,1,1,1,1
16 GPU,13,c9dbd7ba-06d1-4af6-86b5-72d6974cea87,0,0,0,0,0,0,0,0,0
16 GPU,13,93722711-3d5e-4728-8fb8-1e057b4078af,12,12,8,1,1,2,1,1,1
16 GPU,13,029833d3-d38c-4168-9bdb-0b7c13d9a018,28,28,3,1,1,1,1,1,1
16 GPU,13,cc2e6dd0-3182-4054-861e-e8ae558e6c91,34,34,1,1,1,2,1,1,1
16 GPU,13,201d5489-9311-44dc-b7c0-fc0599041d03,28,28,2,1,1,1,1,1,1
16 GPU,13,86c6ec3e-714a-4067-afce-182e10052c2a,3,3,3,1,1,1,1,1,1
16 GPU,13,f380f4bd-9c47-449f-8188-bdcd35dec099,14,14,8,1,1,1,1,1,1
16 GPU,13,612e932d-1638-455c-bbba-10a94ad82994,1,1,1,1,1,1,1,1,1
16 GPU,13,b586f723-9482-46d2-96ba-4e0303314aa4,19,19,2,1,1,1,1,1,1
16 GPU,13,0cc7851d-d7a9-4e88-a513-5c6d4b19351b,3,3,3,1,1,1,1,1,1
16 GPU,13,3b0e6759-e170-46ce-86a8-c4698c2899b2,13,13,1,1,1,1,1,1,1
16 GPU,13,cb64b085-aa88-4d60-80c2-379f870b0550,4,4,3,1,1,1,1,1,1
16 GPU,13,cb573d7e-5f62-4714-8545-d6bf80b5ec43,4,4,3,1,1,1,1,1,1
16 GPU,13,a9c8dcb8-a3bd-4604-8a2e-97d09b074edd,4,4,3,1,1,1,1,1,1
16 GPU,13,09b7ab96-2d88-497f-8852-b7401ea47919,4,4,4,1,1,1,1,1,1
16 GPU,13,cbb65923-ef19-478f-b408-d01fff2bf706,4,4,3,1,1,1,1,1,1
16 GPU,13,525b7eb9-0ac5-4652-af29-31191dc823ee,4,4,4,1,1,1,1,1,1
16 GPU,13,c6ab249b-8133-442c-83d1-d22a8e091914,4,4,4,1,1,1,1,1,1
16 GPU,13,f4bdbf18-9a6c-422e-8d34-b23ed8f49155,4,4,3,1,1,1,1,1,1
16 GPU,13,9efccc49-c77d-42e8-a4d6-6f1855969715,62,62,1,1,1,1,1,1,1
16 GPU,13,dbb43cd7-2326-418a-9408-3a1d7146eb6e,10,10,10,1,1,1,1,1,1
16 GPU,13,33d5a5b2-8245-464b-aa38-3b3cc5913b76,4,4,3,1,1,1,1,1,1
16 GPU,13,68e208e3-c44c-4828-a23f-406bacb44c65,4,4,4,1,1,1,1,1,1
16 GPU,13,962f4783-f56b-4737-a450-f0e3cfed2704,7,7,7,1,1,1,1,1,1
16 GPU,13,1afa3c65-67e8-4d3f-a3ab-4ae72e7ce688,56,56,1,1,1,1,1,1,1
16 GPU,13,11146572-189d-4f84-963c-b3cebb1bb2fc,4,4,3,1,1,1,1,1,1
16 GPU,13,eae3d6ff-eddc-444b-b2bc-c9db8f2c4a25,4,4,3,1,1,1,1,1,1
16 GPU,13,b8c6286a-c514-42c4-a608-e5d8fc32a3d5,29,29,19,1,1,1,1,1,1
16 GPU,13,7b6f6e6a-8468-437d-8aa6-70a9c27b7270,22,22,3,1,1,1,1,1,1
16 GPU,13,591a20cb-84f9-40e6-b43e-3f1595eaa747,83,83,1,1,1,2,1,1,1
16 GPU,13,c9c518af-17dd-455a-805f-ff4608a608dc,27,27,4,1,1,1,1,1,1
16 GPU,13,4e91a443-1685-4421-93d8-7d381b95bbe8,43,43,10,1,1,1,1,1,1
16 GPU,13,0821a70e-33e0-4ac6-bd7e-db7adf5bb7d2,28,28,7,1,1,1,1,1,1
16 GPU,13,f5e8532a-3db3-4ead-a126-5b3080014296,4,4,3,1,1,1,1,1,1
16 GPU,13,d56c75d7-c99a-44ad-a66d-bb9c9ea4481d,11,11,6,1,1,1,1,1,1
16 GPU,13,2bb1176c-47da-464c-829b-2a59b5bbf2ff,7,7,7,1,1,1,1,1,2
16 GPU,13,5e0e3d51-aaf5-48b8-8bcf-1917e5cc2e1d,3,3,3,1,1,1,1,1,1
16 GPU,13,2a8c3d96-8b6a-4a99-b42c-6c31086ef88b,4,4,3,1,1,1,1,1,1
16 GPU,13,fa26ee19-6308-4ae2-a67c-503e4da55ccd,29,29,2,1,1,1,1,1,1
16 GPU,13,766c67ef-48df-49a6-ba23-9810c4733609,50,50,1,1,1,1,1,1,1
16 GPU,13,37446301-3e92-41ec-ba13-5ec168ddba39,4,4,4,1,1,1,1,1,1
16 GPU,13,ee67bec8-7e2d-4466-bfc9-d7bdb669ddd7,4,4,3,1,1,1,1,1,1
16 GPU,13,7323a809-c0ec-4502-9792-3915cc9017d7,62,62,1,1,1,1,1,1,1
16 GPU,13,7b3d610b-2dab-498c-9502-1b71a19c4cc0,4,4,3,1,1,1,1,1,1
16 GPU,13,bc9ab5ea-6a6c-4e3b-a06c-c43df44db435,4,4,3,1,1,1,1,1,1
16 GPU,13,d8625e5e-0cce-41f4-b0ea-3b0bf3a2c32d,12,12,5,1,1,1,1,1,1
16 GPU,13,e101c31e-4581-46cc-895b-d59d9bd55d80,4,4,4,1,1,1,1,1,1
16 GPU,13,d0634600-581b-4481-bec7-f7c0bbccbee3,4,4,3,1,1,1,1,1,1
16 GPU,13,eb8e2dda-8376-4175-bb11-182032028650,15,15,7,1,1,1,1,1,1
16 GPU,13,9341450f-14fd-400c-b69a-47e326c10075,7,7,7,1,1,1,1,1,1
16 GPU,13,f49c2e5d-aa49-4bc1-ba31-b47642771e89,4,4,3,1,1,1,1,1,1
16 GPU,14,ea5ae07c-c3f3-41b3-805b-6c86b32bf1fd,4,4,4,1,1,1,1,1,1
16 GPU,14,4a648288-bdb1-46c2-84d2-25c1ae06f14b,4,4,4,1,1,1,1,1,1
16 GPU,14,58892ddd-668b-4b6a-96cd-a7c0921a002c,4,4,4,1,1,1,1,1,1
16 GPU,14,071e1519-0dd2-48ca-97b9-666d2fb63dbc,4,4,3,1,1,1,1,1,1
16 GPU,14,a908d4ea-5115-4001-a052-fc155a26145c,4,4,3,1,1,1,1,1,1
16 GPU,14,f5498b0e-9e87-4f59-a06c-9c42406f0bea,4,4,3,1,1,1,1,1,1
16 GPU,14,8f86f33d-15a6-4bd1-98d7-e9d2ee2b1684,4,4,4,1,1,1,1,1,1
16 GPU,14,1cc27c9e-d021-4dbc-a40d-90c585fedacd,4,4,3,1,1,1,1,1,1
16 GPU,14,12a23bbd-da6f-4630-b99d-dbe9294944dd,4,4,3,1,1,1,1,1,1
16 GPU,14,dc2f30ed-3dcb-4cbb-b4f4-4e049bfa8b47,4,4,3,1,1,1,1,1,1
16 GPU,14,1bbf0877-af0d-42a3-b67b-66403c1e78a5,4,4,4,1,1,1,1,1,1
16 GPU,14,e6a8f08a-205c-4e15-9b2a-c94de73eed7b,4,4,3,1,1,1,2,2,2
16 GPU,14,61cb83ea-f14d-4d49-b97c-5ca85727b507,4,4,3,1,1,1,1,1,1
16 GPU,14,07b1a9ac-551d-46ac-b2c5-daf56a233b7e,4,4,4,1,1,1,1,1,1
16 GPU,14,0e1960b7-0457-40b0-a456-e7ad916ce10e,4,4,3,1,1,1,1,1,1
16 GPU,14,2a47752c-38c8-4445-a5eb-5150d5b117a7,4,4,3,1,1,1,1,1,1
16 GPU,14,345911b9-38ef-4d3f-91b6-6c2877734863,64,64,6,1,1,1,1,1,1
16 GPU,14,ec12dcd4-4d37-4c6e-9a30-c667c04ab390,20,20,3,1,1,1,1,1,1
16 GPU,14,b3bc4b59-5d77-4867-8b7e-3f23c2447f81,7,7,6,1,1,1,1,2,3
16 GPU,14,4816d990-c2ee-42e7-bc88-9e4ed81b8175,6,6,6,1,1,1,1,1,1
16 GPU,14,a7c2f4a2-6f01-425b-9c83-03ffd1aafe4b,7,7,6,1,1,1,1,1,2
16 GPU,14,45d2f49a-b0b4-4c82-b0f5-83288be1978e,4,4,3,1,1,1,1,1,1
16 GPU,14,815e0eb5-bf44-4ec1-832a-b7c57a548f26,5,5,4,1,1,1,1,1,1
16 GPU,14,e081a61b-7fea-4356-8426-22cda9b1ceee,4,4,3,1,1,1,1,1,1
16 GPU,14,03bd087c-af06-493e-8000-2fc97bae6680,7,7,7,1,1,1,1,1,1
16 GPU,14,2c0d27a5-383d-49a7-93bb-c9acb05e3fa3,4,4,4,1,1,1,1,1,1
16 GPU,14,bad1106a-9ee5-456d-b953-3c3e57ec523d,4,4,4,1,1,1,1,1,1
16 GPU,14,a381bcce-6ceb-4329-bd49-d1afab824722,4,4,3,1,1,1,1,1,1
16 GPU,14,3bfe9f52-1c2f-4237-ab23-7e3eea5bf618,5,5,5,1,1,1,1,1,1
16 GPU,14,00156f4b-4081-4336-b4ce-8a0a57c8946f,4,4,3,1,1,1,1,1,1
16 GPU,14,94a39c32-d00d-4f7f-bbcb-c429634db17b,6,6,5,1,1,1,1,1,1
16 GPU,14,619b444a-e7e9-41cc-a30f-7ec6ee87ab16,5,5,5,1,1,1,1,1,1
16 GPU,14,5412f358-6cc2-4e32-8656-1ff21e65c570,2,2,2,1,1,1,1,1,1
16 GPU,14,2c208272-950e-4e5f-8602-14ff7640e5cc,19,19,3,1,1,1,1,1,1
16 GPU,14,707e0cac-c9c3-4ec0-a96c-987bfd71ffc8,91,91,1,1,1,3,1,1,1
16 GPU,14,fbf6ff01-40d3-431a-a6a7-e849bf3d19c3,8,8,2,1,1,1,1,1,1
16 GPU,14,2bbcfe42-43e4-49f3-9140-0f4897e0bc0e,15,15,3,1,1,1,1,1,1
16 GPU,14,e797dcdf-dc0b-4abe-a61c-d027e03e5d5a,30,30,2,1,1,1,1,1,1
16 GPU,14,4827b2ba-7961-4614-b18a-b19a9c2b421a,56,56,1,1,1,1,1,1,1
16 GPU,14,48259911-6104-4194-805e-2fe4c31b022e,33,33,1,1,1,1,1,1,1
16 GPU,14,a4292b19-ddb4-4835-8c04-cffb0ee3f576,4,4,4,1,1,1,1,1,1
16 GPU,14,5b50d77c-025c-4b48-bdac-219d5810cefe,9,9,9,1,1,1,1,1,1
16 GPU,14,a4b92616-f4bc-4e8f-8cc4-c7d5e22599ba,35,35,2,1,1,1,1,1,1
16 GPU,14,8cadd8a5-35e3-41bd-924d-8b12ccc37cf6,3,3,3,1,1,1,1,1,1
16 GPU,14,4ae45d01-9b77-4de3-9eda-ef44aeef6bcd,4,4,3,1,1,1,1,1,1
16 GPU,14,8be614d0-f580-4bb1-bef5-6e4b946c2653,11,11,6,1,1,1,1,1,1
16 GPU,14,f7233afd-1f81-4c66-8984-391d14e1d8df,4,4,3,1,1,1,1,1,1
16 GPU,14,c80a0bca-df96-4be3-9604-15d51cd4cc2d,15,15,15,1,1,1,1,1,2
16 GPU,14,ed4e415b-a360-4b86-af33-9bd36a669eb8,11,11,1,1,1,1,1,1,1
16 GPU,14,840f7822-a7b4-4345-b6e8-a72612cf3584,9,9,1,1,1,1,1,1,1
16 GPU,14,5393c933-5be0-498e-874e-047f05bc34d9,7,7,1,1,1,1,1,1,1
16 GPU,14,ffe0f826-a171-48b6-abd1-cc360a1288de,10,10,4,1,1,1,1,1,1
16 GPU,14,fa801bd9-8a4e-45ef-a9ce-bcba3f56f022,10,10,1,1,1,1,1,1,1
16 GPU,14,169ab90a-aa56-4e1e-a06f-df11dc64ea57,8,8,1,1,1,1,1,1,1
16 GPU,14,800decf4-a366-4f92-a53f-cb70ce11e821,42,42,1,1,1,1,1,1,1
16 GPU,14,19e45923-dca7-4f9f-8fee-0f73cce98bd2,11,11,1,1,1,1,1,1,1
16 GPU,14,71c8cf16-2feb-468b-b98b-1dd46507920b,4,4,3,1,1,1,1,1,1
16 GPU,14,f94c6390-a58b-464d-b983-26c24d8c3fac,63,63,16,1,1,1,1,1,1
16 GPU,14,e906667d-971c-4738-9b49-51cdcfa4fa37,7,7,7,1,1,1,1,2,2
16 GPU,14,864eda77-8bae-4825-9ced-ad1bc39cc011,45,45,19,1,1,1,1,1,1
16 GPU,14,352e1bfd-3c8e-4b19-9e0f-3c025c9a8152,44,44,7,1,1,1,1,1,1
16 GPU,14,c7e9632b-4ccf-4b87-aac2-6ba6ddca9f36,6,6,5,1,1,1,1,1,1
16 GPU,14,68b0e369-b362-4c5d-8b75-a44aadc70ee0,4,4,4,1,1,1,1,1,1
16 GPU,14,5b925d63-632f-48bb-8eaf-2678395a72c3,12,12,7,1,1,1,1,1,1
16 GPU,14,f144d432-99ba-4533-a54b-cd3231364755,9,9,9,1,1,1,1,1,1
16 GPU,14,c2fb324d-08f0-4743-843e-05993e39777a,11,11,3,1,1,1,1,1,1
16 GPU,14,581e5eaa-85d0-4ae6-a8b4-0ba0dc8abbb5,12,12,8,1,1,1,1,1,1
16 GPU,14,c336e571-ab54-4576-be1c-98be921c5a2a,6,6,6,1,1,1,1,1,1
16 GPU,14,1df26b8e-9d68-41ab-805b-f3e10dad70de,21,21,10,1,1,1,1,1,1
16 GPU,14,de37a103-f506-4097-81d2-c8fa0179e855,4,4,3,1,1,1,1,1,1
16 GPU,14,f2105441-c9a0-43ac-bdde-95841d37c842,9,9,9,1,1,1,1,1,1
16 GPU,14,5199907b-9999-4911-adc5-efc0a023733b,14,14,10,1,1,1,1,1,1
16 GPU,14,6c7d92aa-8f15-4d7b-876b-5e5d089e6685,46,46,4,1,1,1,1,1,1
16 GPU,14,0923519b-02a2-4a9f-b762-dc4f2326fa6a,50,50,3,1,1,1,1,1,1
16 GPU,14,6dc0f62d-78c3-40a0-a957-b2bf283feb9e,3,3,3,1,1,1,1,1,1
16 GPU,14,3f938f90-e003-467c-8db9-cf6e431d8357,21,21,2,1,1,1,1,1,1
16 GPU,14,74521418-c85f-427f-bd6e-d08d4d12737a,9,9,3,1,1,1,1,1,1
16 GPU,14,5332853e-2974-4660-8a16-f8940387c126,18,18,13,1,1,1,1,1,1
16 GPU,14,bf1f6061-b27a-4742-bf4a-de9c16b87063,8,8,8,1,1,1,1,1,1
16 GPU,14,f9ed2014-4ef7-498e-bb85-540ba64652f2,5,5,5,1,1,1,1,1,1
16 GPU,14,fbfb4931-d048-47fd-8878-f2b6f34b967a,5,5,4,1,1,1,1,1,1
16 GPU,14,e39e2262-719e-4f03-8ab5-a03f5d36bd65,21,21,12,1,1,1,1,1,1
16 GPU,14,404544e2-88ca-4075-a49a-a72a6bebafe3,6,6,5,1,1,1,1,1,1
16 GPU,14,794741a5-e223-46f7-b094-1fe4f9135f84,20,20,4,2,2,2,1,1,1
16 GPU,14,29377993-2d78-44d6-909d-8ca008d92b6b,0,0,0,0,0,0,0,0,0
16 GPU,14,780e649c-097c-4c05-9583-72cc53466391,27,27,4,1,1,1,1,1,1
16 GPU,14,3e6c8d06-789e-44fc-921b-7e1fa935c4ed,25,25,2,1,1,1,1,1,1
16 GPU,14,0428cc15-4dc8-4a8c-955b-678985533ab3,10,10,5,1,1,1,1,1,1
16 GPU,14,07e3355d-3f1b-4174-b3b3-8b22901e486d,55,55,1,1,1,1,1,1,1
16 GPU,14,d5bb1c02-1b07-4020-a43d-85c6a87801f0,33,33,14,1,1,1,1,1,1
16 GPU,14,0d8dd160-0555-4471-b6a3-7f6d78eec6c0,1,1,1,1,1,1,1,1,1
16 GPU,14,f361e3f1-5616-4082-83c3-d73bd13fe80e,4,4,3,1,1,1,1,1,1
16 GPU,14,7077d496-36b9-47e9-9608-b8e8140afff9,16,16,6,1,1,1,1,1,1
16 GPU,14,942ef8b7-064c-4de3-b91c-801d1374d077,2,2,2,1,1,1,1,1,1
16 GPU,14,874e4758-1831-45b1-848a-765db4392749,3,3,2,1,1,1,1,1,1
16 GPU,14,397b135b-ab5e-42a1-94a0-0b1ad6055c49,36,36,2,1,1,1,1,1,1
16 GPU,14,621ca98b-6eb7-49fc-a4a2-d3a765a87469,29,29,3,1,1,1,1,1,1
16 GPU,14,72f09ee3-e08d-439a-98e3-d6befbe2e57b,61,61,1,1,1,1,1,1,1
16 GPU,14,5d6ed913-90a3-45a1-9bef-ae6a5cce1061,46,46,1,1,1,1,1,1,1
16 GPU,14,b0cdda2f-0c13-4584-b818-e83639551bbc,41,41,5,1,1,1,1,1,1
16 GPU,14,5355b191-4918-4617-a77a-f750bed1d13f,2,2,2,1,1,1,1,1,1
16 GPU,14,3fd1e94d-0ffb-4aa0-ad0f-73ecba3833e3,62,62,1,1,1,2,1,1,1
16 GPU,14,2d8e91dd-d558-492f-bef0-ac60e19b7d03,13,13,5,1,1,1,1,1,1
16 GPU,14,38bbd762-a5e2-49ac-b994-120ad4d3bd30,2,2,2,1,1,1,1,1,1
16 GPU,14,94467dcf-0513-48c1-9b38-9fadad0b9981,7,7,1,1,1,1,1,1,1
16 GPU,14,78dd805c-dd38-4855-a4fd-84ea3a1b3a8f,48,48,14,1,1,1,1,1,1
16 GPU,14,e82d79f8-ff55-4491-b7f3-24f6cd1d9763,8,8,1,1,1,1,1,1,1
16 GPU,14,ed5ffeed-6348-4fd5-badd-322c3d63a18f,22,22,4,1,1,1,1,1,1
16 GPU,14,e1c64002-19fa-4c32-a45e-a9be9c650ea9,58,58,3,1,1,1,1,1,1
16 GPU,14,e6c61a7b-81d6-4928-8aef-262a21f70fee,18,18,7,1,1,1,1,1,1
16 GPU,14,503e2a79-3aa2-4230-9b74-505a8cee111f,7,7,1,1,1,1,1,1,1
16 GPU,14,1ca441b2-c0ab-4381-a005-51aaa8369c92,13,13,1,1,1,1,1,1,1
16 GPU,14,4c39d005-a2dc-46c1-99cb-f5b026194887,77,77,2,1,1,2,1,1,1
